"timestamp","system_time","lat","lon","speed","bearing","provider"
"1558636556000","1558636555426","43.00522549","-78.79081552","17.25","91.5","gps"
"1558636557000","1558636556431","43.00522523","-78.7906354","16.0","91.5","gps"
"1558636558000","1558636557426","43.00521942","-78.79044455","14.75","91.3","gps"
"1558636559000","1558636558420","43.00522732","-78.79029414","13.0","90.6","gps"
"1558636560000","1558636559420","43.00522611","-78.79014717","10.75","89.6","gps"
"1558636561000","1558636560422","43.00521753","-78.79003144","9.25","96.2","gps"
"1558636562000","1558636561420","43.00519974","-78.78991955","9.25","100.7","gps"
"1558636563000","1558636562419","43.00517733","-78.7898667","6.5","113.1","gps"
"1558636564000","1558636563421","43.00514663","-78.78984146","5.5","140.8","gps"
"1558636565000","1558636564427","43.00509985","-78.78983645","7.0","161.9","gps"
"1558636566000","1558636565426","43.00502665","-78.78980848","8.0","172.6","gps"
"1558636567000","1558636566428","43.0049484","-78.78978986","9.0","176.5","gps"
"1558636568000","1558636567427","43.00485576","-78.78978046","10.0","179.0","gps"
"1558636569000","1558636568419","43.00476338","-78.78977825","10.0","179.0","gps"
"1558636570000","1558636569428","43.00465032","-78.78977706","12.0","179.9","gps"
"1558636571000","1558636570444","43.00454914","-78.78976499","11.0","179.9","gps"
"1558636572000","1558636571419","43.00444732","-78.78976481","11.0","179.9","gps"
"1558636573000","1558636572426","43.00437164","-78.7897518","9.75","179.8","gps"
"1558636574000","1558636573426","43.00430176","-78.78974261","7.75","177.5","gps"
"1558636575000","1558636574429","43.00423469","-78.78971644","6.0","153.7","gps"
"1558636576000","1558636575424","43.00418752","-78.78968466","6.0","153.7","gps"
"1558636577000","1558636576419","43.00413883","-78.78965186","6.0","153.7","gps"
"1558636578000","1558636577424","43.00415012","-78.78953282","7.0","93.1","gps"
"1558636579000","1558636578420","43.0041499","-78.78942692","7.75","88.9","gps"
"1558636580000","1558636579420","43.00415883","-78.78932411","8.0","87.3","gps"
"1558636581000","1558636580427","43.00416165","-78.78921938","7.75","90.7","gps"
"1558636582000","1558636581426","43.00414793","-78.7891372","7.75","97.2","gps"
"1558636583000","1558636582434","43.00414785","-78.78903717","7.25","102.8","gps"
"1558636584000","1558636583426","43.00413022","-78.7889528","6.5","112.2","gps"
"1558636585000","1558636584420","43.00410736","-78.78887658","6.5","112.2","gps"
"1558636586000","1558636585426","43.00405985","-78.7888448","5.25","139.9","gps"
"1558636587000","1558636586426","43.00402578","-78.78881059","4.5","147.0","gps"
"1558636588000","1558636587425","43.00398436","-78.78880199","4.5","170.7","gps"
"1558636589000","1558636588430","43.0039655","-78.78881175","2.75","180.4","gps"
"1558636590000","1558636589418","43.0039412","-78.78881201","2.75","180.4","gps"
"1558636591000","1558636590420","43.0039169","-78.78881227","2.75","180.4","gps"
"1558636592000","1558636591418","43.00396418","-78.78879754","0.0","0.0","gps"
